ID,WORD,POS,LEMMA,SENTIMENT,SOURCE,SENSE
633,дешевый,Adj,дешевый,positive,opinion,ДЕШЕВЫЙ ПО ЦЕНЕ
634,джентльменский,Adj,джентльменский,positive,opinion,
636,дибильный,Adj,дибильный,negative,opinion,
638,диверсионный,Adj,диверсионный,negative,opinion,
639,дивный,Adj,дивный,positive,opinion,
641,дикарский,Adj,дикарский,negative,opinion,
642,дикий,Adj,дикий,negative,opinion,НЕЛЮДИМЫЙ (НЕОБЩИТЕЛЬНЫЙ)
643,дикий,Adj,дикий,negative,opinion,НЕОБУЗДАННЫЙ
645,диковинный,Adj,диковинный,neutral,opinion,
646,диктаторский,Adj,диктаторский,negative,opinion,
647,динамичный,Adj,динамичный,positive,opinion,
649,дипломатический,Adj,дипломатический,positive,opinion,ДИПЛОМАТИЧНЫЙ В ОБРАЩЕНИИ
650,дипломатичный,Adj,дипломатичный,positive,opinion,
651,директивный,Adj,директивный,negative,opinion,"КАТЕГОРИЧЕСКИЙ,НЕПРЕРЕКАЕМЫЙ"
653,дисбалансовый,Adj,дисбалансовый,negative,opinion,
656,дискриминационный,Adj,дискриминационный,negative,opinion,
657,диссонансный,Adj,диссонансный,negative,opinion,
661,дисциплинированный,Adj,дисциплинированный,positive,opinion,
665,доблестный,Adj,доблестный,positive,opinion,
666,добрейший,Adj,добрейший,positive,opinion,
667,добродетельный,Adj,добродетельный,positive,opinion,
668,добродушный,Adj,добродушный,positive,opinion,
669,доброжелательный,Adj,доброжелательный,positive,opinion,
671,доброкачественный,Adj,доброкачественный,positive,opinion,"КАЧЕСТВЕННЫЙ,ВЫСОКОГО КАЧЕСТВА"
672,добропорядочный,Adj,добропорядочный,positive,opinion,
673,добросердечный,Adj,добросердечный,positive,opinion,
674,добросовестный,Adj,добросовестный,positive,opinion,
675,добрососедский,Adj,добрососедский,positive,opinion,
676,добротный,Adj,добротный,positive,opinion,
677,добрый,Adj,добрый,positive,opinion,
678,доверительный,Adj,доверительный,positive,opinion,
679,довольный,Adj,довольный,positive,opinion,
680,догадливый,Adj,догадливый,positive,opinion,
681,дозволительный,Adj,дозволительный,positive,opinion,
682,дозрелый,Adj,дозрелый,positive,opinion,
683,доказательный,Adj,доказательный,positive,opinion,
684,докучливый,Adj,докучливый,negative,opinion,
685,докучный,Adj,докучный,negative,opinion,
686,долбаный,Adj,долбаный,negative,opinion,
687,долговечный,Adj,долговечный,positive,opinion,
689,долгожданный,Adj,долгожданный,positive,opinion,
690,долготерпеливый,Adj,долготерпеливый,positive,opinion,
691,доморощенный,Adj,доморощенный,negative,opinion,
692,донжуанский,Adj,донжуанский,negative,opinion,
694,доносчицкий,Adj,доносчицкий,negative,opinion,
696,доподлинный,Adj,доподлинный,positive,opinion,
697,допотопный,Adj,допотопный,negative,opinion,
698,допустимый,Adj,допустимый,positive,opinion,
699,дороговатый,Adj,дороговатый,negative,opinion,
700,дорогой,Adj,дорогой,negative,opinion,ДОРОГОЙ ПО ЦЕНЕ
701,дорогой,Adj,дорогой,positive,opinion,"ДОРОГОЙ,МИЛЫЙ"
702,дорогой,Adj,дорогой,positive,opinion,"ЦЕННЫЙ (ВАЖНЫЙ,НУЖНЫЙ)"
703,дорогущий,Adj,дорогущий,negative,opinion,
705,доскональный,Adj,доскональный,positive,opinion,
706,достоверный,Adj,достоверный,positive,opinion,
707,достойный,Adj,достойный,positive,opinion,
708,достославный,Adj,достославный,positive,opinion,
709,доступный,Adj,доступный,positive,opinion,
710,досужий,Adj,досужий,negative,opinion,
711,дотошный,Adj,дотошный,positive,opinion,
713,доходчивый,Adj,доходчивый,positive,opinion,
714,дошлый,Adj,дошлый,negative,opinion,
715,драгоценный,Adj,драгоценный,positive,opinion,
716,дражайший,Adj,дражайший,positive,opinion,
717,драконовский,Adj,драконовский,negative,opinion,
718,драматический,Adj,драматический,negative,opinion,"ДРАМА,ДРАМАТИЧЕСКАЯ СИТУАЦИЯ"
719,драматический,Adj,драматический,negative,opinion,ДРАМАТИЗМ СИТУАЦИИ
721,драматичный,Adj,драматичный,negative,opinion,
722,дремучий,Adj,дремучий,negative,opinion,ОТСТАЛЫЙ (СЛАБОРАЗВИТЫЙ)
723,дремучий,Adj,дремучий,neutral,opinion,ЧАЩА (ГУСТОЙ ЛЕС)
724,дружелюбный,Adj,дружелюбный,positive,opinion,
725,дружеский,Adj,дружеский,positive,opinion,
726,дружественный,Adj,дружественный,positive,opinion,
727,дружный,Adj,дружный,positive,opinion,
728,дряблый,Adj,дряблый,negative,opinion,
729,дрянной,Adj,дрянной,negative,opinion,
730,дряхлый,Adj,дряхлый,negative,opinion,
731,дурацкий,Adj,дурацкий,negative,opinion,
732,дурной,Adj,дурной,negative,opinion,
733,дутый,Adj,дутый,negative,opinion,ДУТЫЙ (ПРЕУВЕЛИЧЕННЫЙ)
736,душевный,Adj,душевный,positive,opinion,"ДОБРЫЙ,ДОБРОСЕРДЕЧНЫЙ"
737,душевный,Adj,душевный,positive,opinion,"ДУШЕВНЫЙ (ИСКРЕННИЙ,ДРУЖЕЛЮБНЫЙ)"
738,душераздирающий,Adj,душераздирающий,negative,opinion,
739,душещипательный,Adj,душещипательный,positive/negative,opinion,
743,дюжинный,Adj,дюжинный,negative,opinion,
744,егозливый,Adj,егозливый,negative,opinion,
746,едкий,Adj,едкий,negative,opinion,ЕДКИЙ (НЕПРИЯТНЫЙ)
747,едкий,Adj,едкий,negative,opinion,ЯЗВИТЕЛЬНЫЙ
748,елейный,Adj,елейный,negative,opinion,"ПРИТОРНЫЙ,ИЗЛИШНЕ ЛЮБЕЗНЫЙ"
750,емкий,Adj,емкий,positive,opinion,
751,еретический,Adj,еретический,negative,opinion,
752,ернический,Adj,ернический,negative,opinion,
753,ерундовый,Adj,ерундовый,negative,opinion,
754,ершистый,Adj,ершистый,negative,opinion,
756,естественный,Adj,естественный,positive,opinion,ЕСТЕСТВЕННЫЙ (НОРМАЛЬНЫЙ)
757,естественный,Adj,естественный,positive,opinion,"НАТУРАЛЬНЫЙ,ЕСТЕСТВЕННЫЙ,НЕПРИТВОРНЫЙ"
758,ехидный,Adj,ехидный,negative,opinion,
759,жадный,Adj,жадный,negative,opinion,"СКУПОСТЬ,ЖАДНОСТЬ"
760,жадный,Adj,жадный,positive,opinion,"ЖАДНЫЙ,ЖАДНО СТРЕМЯЩИЙСЯ"
761,жалкий,Adj,жалкий,negative,opinion,
762,жалобный,Adj,жалобный,negative,opinion,
763,жалостливый,Adj,жалостливый,negative,opinion,"ЖАЛОБНЫЙ (ВЫРАЖАЮЩИЙ ЖАЛОБУ,СКОРБЬ,ТОСКУ)"
764,жалостливый,Adj,жалостливый,positive,opinion,ЖАЛОСТЛИВЫЙ
765,жалостный,Adj,жалостный,negative,opinion,"ЖАЛОБНЫЙ (ВЫРАЖАЮЩИЙ ЖАЛОБУ,СКОРБЬ,ТОСКУ)"
766,жалостный,Adj,жалостный,positive,opinion,ЖАЛОСТЛИВЫЙ
771,жгучий,Adj,жгучий,positive,opinion,"ЗНОЙНЫЙ (СТРАСТНЫЙ,ПЫЛКИЙ)"
772,желанный,Adj,желанный,positive,opinion,
773,желательный,Adj,желательный,positive,opinion,
775,железный,Adj,железный,positive,opinion,"ВОЛЕВОЙ,С СИЛОЙ ВОЛИ"
776,желторотый,Adj,желторотый,negative,opinion,
778,желчный,Adj,желчный,negative,opinion,ЯЗВИТЕЛЬНЫЙ
781,жертвенный,Adj,жертвенный,positive,opinion,САМООТВЕРЖЕННЫЙ
783,жесткий,Adj,жесткий,positive/negative,opinion,БЕЗОГОВОРОЧНЫЙ
