,WORD,POS,LEMMA,SENTIMENT,SOURCE,SENSE
469,дешевый,Adj,дешевый,positive,opinion,ДЕШЕВЫЙ ПО ЦЕНЕ
470,джентльменский,Adj,джентльменский,positive,opinion,
471,дибильный,Adj,дибильный,negative,opinion,
472,диверсионный,Adj,диверсионный,negative,opinion,
473,дивный,Adj,дивный,positive,opinion,
474,дикарский,Adj,дикарский,negative,opinion,
475,дикий,Adj,дикий,negative,opinion,НЕЛЮДИМЫЙ (НЕОБЩИТЕЛЬНЫЙ)
476,дикий,Adj,дикий,negative,opinion,НЕОБУЗДАННЫЙ
477,диковинный,Adj,диковинный,neutral,opinion,
478,диктаторский,Adj,диктаторский,negative,opinion,
479,динамичный,Adj,динамичный,positive,opinion,
480,дипломатический,Adj,дипломатический,positive,opinion,ДИПЛОМАТИЧНЫЙ В ОБРАЩЕНИИ
481,дипломатичный,Adj,дипломатичный,positive,opinion,
482,директивный,Adj,директивный,negative,opinion,"КАТЕГОРИЧЕСКИЙ,НЕПРЕРЕКАЕМЫЙ"
483,дисбалансовый,Adj,дисбалансовый,negative,opinion,
484,дискриминационный,Adj,дискриминационный,negative,opinion,
485,диссонансный,Adj,диссонансный,negative,opinion,
486,дисциплинированный,Adj,дисциплинированный,positive,opinion,
487,доблестный,Adj,доблестный,positive,opinion,
488,добрейший,Adj,добрейший,positive,opinion,
489,добродетельный,Adj,добродетельный,positive,opinion,
490,добродушный,Adj,добродушный,positive,opinion,
491,доброжелательный,Adj,доброжелательный,positive,opinion,
492,доброкачественный,Adj,доброкачественный,positive,opinion,"КАЧЕСТВЕННЫЙ,ВЫСОКОГО КАЧЕСТВА"
493,добропорядочный,Adj,добропорядочный,positive,opinion,
494,добросердечный,Adj,добросердечный,positive,opinion,
495,добросовестный,Adj,добросовестный,positive,opinion,
496,добрососедский,Adj,добрососедский,positive,opinion,
497,добротный,Adj,добротный,positive,opinion,
498,добрый,Adj,добрый,positive,opinion,
499,доверительный,Adj,доверительный,positive,opinion,
500,довольный,Adj,довольный,positive,opinion,
501,догадливый,Adj,догадливый,positive,opinion,
502,дозволительный,Adj,дозволительный,positive,opinion,
503,дозрелый,Adj,дозрелый,positive,opinion,
504,доказательный,Adj,доказательный,positive,opinion,
505,докучливый,Adj,докучливый,negative,opinion,
506,докучный,Adj,докучный,negative,opinion,
507,долбаный,Adj,долбаный,negative,opinion,
508,долговечный,Adj,долговечный,positive,opinion,
509,долгожданный,Adj,долгожданный,positive,opinion,
510,долготерпеливый,Adj,долготерпеливый,positive,opinion,
511,доморощенный,Adj,доморощенный,negative,opinion,
512,донжуанский,Adj,донжуанский,negative,opinion,
513,доносчицкий,Adj,доносчицкий,negative,opinion,
514,доподлинный,Adj,доподлинный,positive,opinion,
515,допотопный,Adj,допотопный,negative,opinion,
516,допустимый,Adj,допустимый,positive,opinion,
517,дороговатый,Adj,дороговатый,negative,opinion,
518,дорогой,Adj,дорогой,negative,opinion,ДОРОГОЙ ПО ЦЕНЕ
519,дорогой,Adj,дорогой,positive,opinion,"ДОРОГОЙ,МИЛЫЙ"
520,дорогой,Adj,дорогой,positive,opinion,"ЦЕННЫЙ (ВАЖНЫЙ,НУЖНЫЙ)"
521,дорогущий,Adj,дорогущий,negative,opinion,
522,доскональный,Adj,доскональный,positive,opinion,
523,достоверный,Adj,достоверный,positive,opinion,
524,достойный,Adj,достойный,positive,opinion,
525,достославный,Adj,достославный,positive,opinion,
526,доступный,Adj,доступный,positive,opinion,
527,досужий,Adj,досужий,negative,opinion,
528,дотошный,Adj,дотошный,positive,opinion,
529,доходчивый,Adj,доходчивый,positive,opinion,
530,дошлый,Adj,дошлый,negative,opinion,
531,драгоценный,Adj,драгоценный,positive,opinion,
532,дражайший,Adj,дражайший,positive,opinion,
533,драконовский,Adj,драконовский,negative,opinion,
534,драматический,Adj,драматический,negative,opinion,"ДРАМА,ДРАМАТИЧЕСКАЯ СИТУАЦИЯ"
535,драматический,Adj,драматический,negative,opinion,ДРАМАТИЗМ СИТУАЦИИ
536,драматичный,Adj,драматичный,negative,opinion,
537,дремучий,Adj,дремучий,negative,opinion,ОТСТАЛЫЙ (СЛАБОРАЗВИТЫЙ)
538,дремучий,Adj,дремучий,neutral,opinion,ЧАЩА (ГУСТОЙ ЛЕС)
539,дружелюбный,Adj,дружелюбный,positive,opinion,
540,дружеский,Adj,дружеский,positive,opinion,
541,дружественный,Adj,дружественный,positive,opinion,
542,дружный,Adj,дружный,positive,opinion,
543,дряблый,Adj,дряблый,negative,opinion,
544,дрянной,Adj,дрянной,negative,opinion,
545,дряхлый,Adj,дряхлый,negative,opinion,
546,дурацкий,Adj,дурацкий,negative,opinion,
547,дурной,Adj,дурной,negative,opinion,
548,дутый,Adj,дутый,negative,opinion,ДУТЫЙ (ПРЕУВЕЛИЧЕННЫЙ)
549,душевный,Adj,душевный,positive,opinion,"ДОБРЫЙ,ДОБРОСЕРДЕЧНЫЙ"
550,душевный,Adj,душевный,positive,opinion,"ДУШЕВНЫЙ (ИСКРЕННИЙ,ДРУЖЕЛЮБНЫЙ)"
551,душераздирающий,Adj,душераздирающий,negative,opinion,
552,душещипательный,Adj,душещипательный,positive/negative,opinion,
553,дюжинный,Adj,дюжинный,negative,opinion,
554,егозливый,Adj,егозливый,negative,opinion,
555,едкий,Adj,едкий,negative,opinion,ЕДКИЙ (НЕПРИЯТНЫЙ)
556,едкий,Adj,едкий,negative,opinion,ЯЗВИТЕЛЬНЫЙ
557,елейный,Adj,елейный,negative,opinion,"ПРИТОРНЫЙ,ИЗЛИШНЕ ЛЮБЕЗНЫЙ"
558,емкий,Adj,емкий,positive,opinion,
559,еретический,Adj,еретический,negative,opinion,
560,ернический,Adj,ернический,negative,opinion,
561,ерундовый,Adj,ерундовый,negative,opinion,
562,ершистый,Adj,ершистый,negative,opinion,
563,естественный,Adj,естественный,positive,opinion,ЕСТЕСТВЕННЫЙ (НОРМАЛЬНЫЙ)
564,естественный,Adj,естественный,positive,opinion,"НАТУРАЛЬНЫЙ,ЕСТЕСТВЕННЫЙ,НЕПРИТВОРНЫЙ"
565,ехидный,Adj,ехидный,negative,opinion,
566,жадный,Adj,жадный,negative,opinion,"СКУПОСТЬ,ЖАДНОСТЬ"
567,жадный,Adj,жадный,positive,opinion,"ЖАДНЫЙ,ЖАДНО СТРЕМЯЩИЙСЯ"
568,жалкий,Adj,жалкий,negative,opinion,
569,жалобный,Adj,жалобный,negative,opinion,
570,жалостливый,Adj,жалостливый,negative,opinion,"ЖАЛОБНЫЙ (ВЫРАЖАЮЩИЙ ЖАЛОБУ,СКОРБЬ,ТОСКУ)"
571,жалостливый,Adj,жалостливый,positive,opinion,ЖАЛОСТЛИВЫЙ
572,жалостный,Adj,жалостный,negative,opinion,"ЖАЛОБНЫЙ (ВЫРАЖАЮЩИЙ ЖАЛОБУ,СКОРБЬ,ТОСКУ)"
573,жалостный,Adj,жалостный,positive,opinion,ЖАЛОСТЛИВЫЙ
574,жгучий,Adj,жгучий,positive,opinion,"ЗНОЙНЫЙ (СТРАСТНЫЙ,ПЫЛКИЙ)"
575,желанный,Adj,желанный,positive,opinion,
576,желательный,Adj,желательный,positive,opinion,
577,железный,Adj,железный,positive,opinion,"ВОЛЕВОЙ,С СИЛОЙ ВОЛИ"
578,желторотый,Adj,желторотый,negative,opinion,
579,желчный,Adj,желчный,negative,opinion,ЯЗВИТЕЛЬНЫЙ
580,жертвенный,Adj,жертвенный,positive,opinion,САМООТВЕРЖЕННЫЙ
581,жесткий,Adj,жесткий,positive/negative,opinion,БЕЗОГОВОРОЧНЫЙ
